Name,Rating,Reviews,Salaries,jobs,Industry&Location
Tata Elxsi,3.8,2.2k,19.3k,37,IT Services & Consulting | Bangalore / Bengaluru +26 other locations
XpressBees,3.6,2.2k,7.6k,9,Pune +260 other locations
Bajaj Electricals,4.0,2.2k,7.9k,18,Consumer Electronics & Appliances | Mumbai +211 other locations
Britannia,4.0,2.2k,7.8k,11,FMCG | Bangalore / Bengaluru +255 other locations
Micro Labs,3.6,2.2k,9.5k,16,Pharma | Bangalore / Bengaluru +136 other locations
KPMG Global Services,3.5,2.2k,19.9k,--,Management Consulting | Bangalore / Bengaluru +33 other locations
Sterlite Technologies,3.8,2.2k,10.3k,30,Hardware & Networking | Aurangabad +90 other locations
Exide Industries,3.5,2.2k,7.9k,47,Auto Components | Kolkata +192 other locations
G4S,4.0,2.2k,5k,13,Law Enforcement & Security | Gurgaon / Gurugram +143 other locations
Indus Towers,3.8,2.2k,8k,34,Hardware & Networking | Gurgaon / Gurugram +193 other locations
Axis Direct,3.8,2.2k,5.3k,24,Financial Services | Mumbai +264 other locations
Axis Direct,3.8,2.2k,5.3k,24,Financial Services | Mumbai +264 other locations
TVS Supply Chain Solutions,3.8,2.2k,8.2k,6,Chennai +142 other locations
Voltas,4.0,2.2k,8.4k,3,Consumer Electronics & Appliances | Mumbai +183 other locations
Capgemini Engineering,3.5,2.2k,16.7k,266,IT Services & Consulting | Bangalore / Bengaluru +26 other locations
McDonald's,4.1,2.2k,4.7k,1,New Delhi +142 other locations
VVDN Technologies,3.6,2.2k,11.7k,8,IT Services & Consulting | Gurgaon / Gurugram +41 other locations
KFintech,3.5,2.2k,10k,23,FinTech | Hyderabad / Secunderabad +104 other locations
Jindal Stainless,4.2,2.2k,10k,74,Iron & Steel | Jajpur +64 other locations
ZS,3.3,2.1k,16.7k,148,Management Consulting | Pune +15 other locations
Patanjali Ayurved,3.9,2.1k,6.4k,1,FMCG | Haridwar +272 other locations
Alldigi Tech,4.0,2.1k,7k,17,BPO | Chennai +31 other locations
Blinkit,3.7,2.1k,9.5k,--,Internet | Gurgaon / Gurugram +87 other locations
Fortis Healthcare,4.0,2.1k,7.3k,75,Healthcare | New Delhi +63 other locations
Dalmia Bharat Cement,4.0,2.1k,8.2k,2,Building Material | New Delhi +224 other locations
Tractors and Farm Equipment,4.0,2.1k,8.2k,18,Industrial Machinery | Chennai +174 other locations
SRF,4.1,2.1k,8.1k,10,Chemicals | Bharuch +60 other locations
Shell,4.0,2.1k,13.2k,15,Oil & Gas | Bangalore / Bengaluru +82 other locations
Blue Star,4.1,2.1k,9.3k,18,Consumer Electronics & Appliances | Mumbai +141 other locations
ACT Fibernet,4.0,2.1k,7.5k,47,Telecom | Hyderabad / Secunderabad +49 other locations
NoBroker,3.2,2.1k,9.4k,55,Real Estate | Bangalore / Bengaluru +40 other locations
Movate,3.3,2.1k,13.8k,55,IT Services & Consulting | Chennai +33 other locations
Himalaya Wellness,4.1,2.1k,6k,12,Bangalore / Bengaluru +210 other locations
Taj Hotels Resorts and Palaces,4.2,2.1k,4.8k,2,Mumbai +102 other locations
Sonalika Tractors,3.7,2.1k,8.5k,--,Automobile | Hoshiarpur +163 other locations
Huawei Technologies,4.0,2.1k,10k,--,Telecom | Bangalore / Bengaluru +103 other locations
Kansai Nerolac Paints,3.8,2.1k,6.9k,--,Chemicals | Mumbai +203 other locations
Ajanta Pharma,4.0,2.1k,8.6k,12,Pharma | Mumbai +110 other locations
V-Mart,4.1,2k,4.4k,16,Retail | Gurgaon / Gurugram +261 other locations
Datamatics Global Services,3.4,2k,11.7k,77,IT Services & Consulting | Mumbai +30 other locations
Foundever,3.6,2k,7.6k,101,BPO | Hyderabad / Secunderabad +18 other locations
Lava International,4.0,2k,4.5k,2,Consumer Electronics & Appliances | Noida +217 other locations
Info Edge,3.9,2k,11.3k,419,Internet | Noida +61 other locations
Mahindra Rural Housing Finance,4.0,2k,4.9k,17,NBFC | Mumbai +435 other locations
suzuki motor gujarat,4.2,2k,7.3k,--,Automobile | Ahmedabad +109 other locations
Akums Drugs & Pharmaceuticals Limited,4.4,2k,6k,7,Pharma | Haridwar +30 other locations
Simplex Infrastructures,3.3,2k,5.7k,--,Engineering & Construction | Kolkata +135 other locations
Lifestyle,4.3,2k,6.9k,8,Retail | Bangalore / Bengaluru +122 other locations
Aditya Birla Group,4.1,2k,10.1k,1,Building Material | Mumbai +235 other locations
3i Infotech,3.4,2k,10.8k,54,IT Services & Consulting | Mumbai +115 other locations
MagicBricks,4.4,2k,4.3k,42,Internet | Noida +35 other locations
Unacademy,3.0,2k,9.6k,27,EdTech | Bangalore / Bengaluru +65 other locations
Cholamandalam MS General Insurance,3.8,2k,5.8k,--,Insurance | Chennai +347 other locations
Gallagher,3.7,2k,11.9k,30,Insurance | Bangalore / Bengaluru +24 other locations
ESAF Small Finance Bank,3.7,2k,6.5k,8,Banking | Thrissur +342 other locations
Mahindra Holidays & Resorts,3.5,2k,5.9k,55,Hospitality | Mumbai +103 other locations
BT Group,3.9,2k,10.7k,42,Telecom | Gurgaon / Gurugram +19 other locations
Cybage,3.8,2k,16.8k,8,IT Services & Consulting | Pune +9 other locations
Ola Cabs,3.4,2k,10.8k,9,Internet | Bangalore / Bengaluru +99 other locations
Myntra,4.0,2k,9.9k,56,Internet | Bangalore / Bengaluru +101 other locations
ICICI Securities,3.9,2k,8.9k,9,Financial Services | Mumbai +136 other locations
Parle Agro,4.0,2k,6.3k,4,Beverage | Mumbai +214 other locations
Intellect Design Arena,3.9,2k,11.8k,4,Software Product | Chennai +35 other locations
Delhi Public School,3.9,2k,5.4k,10,New Delhi +254 other locations
Eureka Forbes,3.7,1.9k,5.6k,1,Consumer Electronics & Appliances | Mumbai +168 other locations
Care Health Insurance,3.6,1.9k,8k,32,Internet | New Delhi +214 other locations
Syngene International,3.9,1.9k,11.6k,62,Clinical Research | Bangalore / Bengaluru +20 other locations
JCB,3.9,1.9k,9k,--,Pune +98 other locations
State Street Syntel,3.7,1.9k,8.5k,--,Financial Services | Pune +22 other locations
Biocon Limited,3.9,1.9k,11.6k,18,Biotechnology | Bangalore / Bengaluru +60 other locations
Emcure Pharmaceuticals,3.7,1.9k,8.1k,17,Pune +103 other locations
IntouchCX,2.9,1.9k,8.2k,102,BPO | Hyderabad / Secunderabad +20 other locations
Radisson Hotels,4.1,1.9k,5.5k,138,New Delhi +113 other locations
Xoriant,4.1,1.9k,11k,31,IT Services & Consulting | Pune +23 other locations
Nokia Networks,4.2,1.9k,11.7k,--,Hardware & Networking | Chennai +80 other locations
Canara HSBC Life Insurance,3.6,1.9k,6.3k,9,Insurance | Gurgaon / Gurugram +274 other locations
Star Health & Allied Insurance,3.6,1.9k,8.4k,5,Insurance | Chennai +287 other locations
DBS Bank,3.8,1.9k,12.4k,105,Banking | Hyderabad / Secunderabad +155 other locations
Extramarks Education,3.4,1.9k,8k,16,EdTech | Noida +105 other locations
Adani Power,3.9,1.9k,8.2k,--,Power | Mundra +106 other locations
Cloudnine Hospital,4.4,1.9k,2.5k,--,Healthcare | Bangalore / Bengaluru +33 other locations
Planet Spark,3.7,1.9k,3k,54,EdTech | Gurgaon / Gurugram +46 other locations
Bharat Financial Inclusion,3.9,1.9k,4.4k,7,NBFC | Hyderabad / Secunderabad +396 other locations
Cadila Pharmaceuticals,3.5,1.9k,7.3k,25,Pharma | Ahmedabad +119 other locations
Ninjacart,4.0,1.9k,5.7k,36,Internet | Bangalore / Bengaluru +104 other locations
Indian Railways,4.1,1.9k,3.5k,--,Railways | New Delhi +219 other locations
Sobha,3.8,1.9k,8k,74,Real Estate | Bangalore / Bengaluru +36 other locations
GlaxoSmithKline Pharmaceuticals,4.1,1.9k,5.3k,45,Pharma | Bangalore / Bengaluru +193 other locations
Ola Electric Mobility,3.3,1.8k,7.6k,--,Automobile | Bangalore / Bengaluru +281 other locations
Hero FinCorp,4.0,1.8k,5.1k,15,NBFC | New Delhi +354 other locations
BHEL,4.1,1.8k,5.2k,16,Electrical Equipment | Bangalore / Bengaluru +108 other locations
Sopra Steria,3.8,1.8k,13.5k,206,IT Services & Consulting | Noida +17 other locations
Photon Interactive,4.0,1.8k,6.9k,251,IT Services & Consulting | Chennai +12 other locations
Sagility,3.9,1.8k,7.9k,55,BPO | Bangalore / Bengaluru +22 other locations
Straive,3.4,1.8k,9.1k,29,Analytics & KPO | Chennai +25 other locations
Cisco,4.1,1.8k,17.6k,130,Hardware & Networking | Bangalore / Bengaluru +36 other locations
Aavas Financiers,3.9,1.8k,5.7k,58,NBFC | Jaipur +256 other locations
Life Insurance Corporation of India,4.3,1.8k,4.4k,4,Insurance | New Delhi +430 other locations
Whirlpool,3.9,1.8k,7.9k,1,Consumer Electronics & Appliances | Pune +146 other locations
Bureau Veritas,3.9,1.8k,7.8k,18,Other | Mumbai +124 other locations
Tata Advanced Systems,3.7,1.8k,10.6k,21,Defence & Aerospace | Bangalore / Bengaluru +42 other locations
upGrad,3.6,1.8k,8.2k,73,EdTech | Bangalore / Bengaluru +44 other locations
Renault Nissan Technology & Business Centre India,3.8,1.8k,13.7k,86,Automobile | Chennai +17 other locations
Bharti AXA Life Insurance,3.8,1.8k,5.2k,8,Insurance | Mumbai +229 other locations
Shahi Exports,4.0,1.8k,6.8k,46,Fashion & Textile | Bangalore / Bengaluru +64 other locations
GVK Emergency Management and Research Institute,3.6,1.8k,4.4k,8,Lucknow +175 other locations
Niva Bupa Health Insurance Company,3.6,1.8k,7.4k,24,Insurance | New Delhi +217 other locations
Renault-Nissan,4.1,1.8k,7.7k,--,Chennai +78 other locations
Raymond Lifestyle Limited,4.1,1.8k,6.9k,1,Fashion & Textile | Mumbai +131 other locations
Pfizer,4.0,1.8k,5.7k,47,Pharma | Visakhapatnam +116 other locations
Endurance Technologies,3.9,1.8k,7.4k,2,Auto Components | Aurangabad +45 other locations
Lodha Group,4.0,1.8k,8k,93,Real Estate | Mumbai +23 other locations
Kia Motors,3.9,1.8k,7.6k,2,Automobile | Anantapur +156 other locations
Ambuja Cements,3.9,1.8k,6k,--,Building Material | Mumbai +220 other locations
RMSI,3.6,1.8k,7.9k,12,IT Services & Consulting | Hyderabad / Secunderabad +19 other locations
HSBC Electronic Data Processing,4.1,1.8k,8.9k,2,Banking | Bangalore / Bengaluru +16 other locations
Exl India,3.5,1.8k,11.6k,1,Logistics | New Delhi +33 other locations
Force Motors,3.6,1.8k,7.9k,8,Automobile | Pune +90 other locations
Laurus Labs,4.2,1.8k,6.9k,3,Pharma | Visakhapatnam +26 other locations
Reliance Trends,4.2,1.8k,4.3k,--,Retail | Bangalore / Bengaluru +352 other locations
Panasonic Life Solutions India,4.0,1.7k,5.9k,14,Consumer Electronics & Appliances | Haridwar +142 other locations
ValueLabs,3.7,1.7k,14.9k,88,IT Services & Consulting | Hyderabad / Secunderabad +16 other locations
Meesho,3.7,1.7k,7.5k,161,Internet | Bangalore / Bengaluru +107 other locations
Apollo Pharmacy,3.8,1.7k,5.8k,12,Hyderabad / Secunderabad +235 other locations
Bank of Baroda,3.6,1.7k,6.4k,--,Banking | Mumbai +271 other locations
CAMS,3.7,1.7k,7.6k,7,Financial Services | Chennai +95 other locations
Coromandel International,4.1,1.7k,6.9k,8,Agro Chemicals | Visakhapatnam +160 other locations
Senco Gold,4.5,1.7k,1.3k,4,Jewellery | Kolkata +70 other locations
Aditya Birla Capital,3.9,1.7k,8k,1,Financial Services | Mumbai +233 other locations
Allstate,3.8,1.7k,11.1k,25,Insurance | Pune +12 other locations
Poonawalla Fincorp,3.8,1.7k,5.1k,24,NBFC | Pune +251 other locations
Microsoft Corporation,4.0,1.7k,22.3k,--,Software Product | Bangalore / Bengaluru +40 other locations
Sify Technologies,3.8,1.7k,9.5k,35,IT Services & Consulting | Chennai +117 other locations
TCE,3.8,1.7k,8k,366,Engineering & Construction | Mumbai +113 other locations
Cargill,4.0,1.7k,7.6k,125,Food Processing | Bangalore / Bengaluru +103 other locations
Adani Wilmar,4.1,1.7k,6.3k,10,FMCG | Ahmedabad +173 other locations
Delphi TVS,3.9,1.7k,5.5k,--,Auto Components | Chennai +49 other locations
SBI Securities,3.8,1.7k,6k,82,Financial Services | Mumbai +266 other locations
Brakes India,4.0,1.7k,6.8k,4,Auto Components | Chennai +79 other locations
Future Retail,4.3,1.7k,5.1k,--,Retail | Mumbai +197 other locations
Future Generali India Life Insurance,3.6,1.7k,6.5k,147,Insurance | Mumbai +181 other locations
Bharat Petroleum,4.1,1.7k,6.6k,--,Oil & Gas | Mumbai +236 other locations
SAP,4.2,1.7k,15.1k,325,Software Product | Bangalore / Bengaluru +50 other locations
Physicswallah,3.8,1.7k,5.4k,31,EdTech | Noida +92 other locations
Star Union Dai-ichi Life Insurance,3.9,1.7k,5k,68,Insurance | Mumbai +272 other locations
SBI General Insurance,3.7,1.7k,6.2k,21,Insurance | Mumbai +246 other locations
ITC Hotels,4.1,1.7k,5.4k,--,Bangalore / Bengaluru +80 other locations
CitiusTech,3.4,1.7k,12.8k,5,IT Services & Consulting | Mumbai +16 other locations
Google,4.4,1.7k,19.6k,161,Software Product | Bangalore / Bengaluru +79 other locations
Spark Minda,3.9,1.7k,6.3k,6,Auto Components | Pune +62 other locations
Tata Motors Finance,4.1,1.7k,4.8k,2,NBFC | Mumbai +238 other locations
Adani Group,3.9,1.7k,9k,81,Power | Ahmedabad +157 other locations
YASH Technologies,3.8,1.7k,15.6k,413,IT Services & Consulting | Hyderabad / Secunderabad +28 other locations
American Broadcasting Company,4.0,1.6k,22.5k,13,Mumbai +100 other locations
Dhani Loans and Services,3.8,1.6k,4.9k,1,NBFC | Gurgaon / Gurugram +180 other locations
Power Mech Projects,3.9,1.6k,6.2k,4,Engineering & Construction | Hyderabad / Secunderabad +127 other locations
KENT RO Systems,4.0,1.6k,4.7k,6,Consumer Electronics & Appliances | Noida +141 other locations
Henry Harvin Education,3.7,1.6k,776,75,Noida +27 other locations
Saint-Gobain,4.0,1.6k,10k,64,Engineering & Construction | Mumbai +94 other locations
Crisil,3.6,1.6k,11.4k,462,Analytics & KPO | Mumbai +65 other locations
Kotak Securities,3.6,1.6k,8.9k,12,Financial Services | Mumbai +126 other locations
AECOM,4.2,1.6k,6.3k,113,Engineering & Construction | Gurgaon / Gurugram +115 other locations
Gabriel India,4.2,1.6k,5.6k,--,Auto Components | Pune +44 other locations
L&T Energy Hydrocarbon,3.9,1.6k,8.1k,1,Engineering & Construction | Vadodara +77 other locations
Team Computers,3.6,1.6k,8k,51,IT Services & Consulting | New Delhi +90 other locations
JK Tyres,3.6,1.6k,6.6k,--,Auto Components | Chennai +133 other locations
Novartis,4.1,1.6k,8.8k,278,Pharma | Hyderabad / Secunderabad +72 other locations
Mercedes-Benz Research and Development India,3.8,1.6k,15.6k,121,IT Services & Consulting | Bangalore / Bengaluru +46 other locations
IDBI Bank,3.5,1.6k,5.9k,--,Banking | Mumbai +305 other locations
BNP Paribas,3.8,1.6k,14.7k,26,Financial Services | Mumbai +25 other locations
NCR Corporation,3.7,1.6k,8.3k,146,IT Services & Consulting | Hyderabad / Secunderabad +86 other locations
Parle Products,3.9,1.6k,3.6k,5,FMCG | Mumbai +219 other locations
Sterling & Wilson,4.1,1.6k,7.6k,13,Engineering & Construction | Mumbai +109 other locations
TaskUs,3.3,1.6k,7k,148,BPO | Indore +29 other locations
Lucas-TVS,3.9,1.6k,5.8k,5,Auto Components | Chennai +69 other locations
Reliance General Insurance,3.7,1.6k,6.9k,7,Insurance | Mumbai +181 other locations
Microland,3.4,1.6k,10.9k,469,IT Services & Consulting | Bangalore / Bengaluru +43 other locations
Uflex,3.8,1.6k,6.6k,47,Packaging | Noida +44 other locations
Paisabazaar.com,3.4,1.6k,6.7k,46,Internet | Gurgaon / Gurugram +26 other locations
Thomson Reuters,4.1,1.6k,10.2k,97,Software Product | Bangalore / Bengaluru +24 other locations
Kalyan Jewellers,4.6,1.6k,1.4k,12,Jewellery | Thrissur +134 other locations
FirstCry,3.6,1.6k,8k,20,Internet | Pune +175 other locations
SGS,3.9,1.6k,6k,26,Other | Mumbai +123 other locations
Daikin,4.1,1.6k,6.7k,3,Consumer Electronics & Appliances | Neemrana +98 other locations
Morgan Stanley,3.7,1.6k,21.3k,4,Financial Services | Mumbai +17 other locations
Hindustan Aeronautics,4.3,1.6k,4.2k,--,Defence & Aerospace | Bangalore / Bengaluru +51 other locations
Infinite Computer Solutions,3.4,1.6k,12.5k,168,IT Services & Consulting | Bangalore / Bengaluru +35 other locations
Philips,3.8,1.6k,10.2k,71,Consumer Electronics & Appliances | Bangalore / Bengaluru +84 other locations
Dr Lal PathLabs,4.2,1.6k,4.3k,38,Healthcare | New Delhi +168 other locations
Honeywell Automation,3.8,1.6k,11.2k,--,Industrial Automation | Pune +71 other locations
Nuvoco Vistas,4.1,1.6k,6.1k,14,Building Material | Kolkata +165 other locations
Safexpress,4.0,1.6k,5.5k,--,Logistics | New Delhi +145 other locations
Angel One,4.0,1.6k,7.1k,48,FinTech | Mumbai +120 other locations
TVS Sundram Fasteners,3.7,1.6k,6.8k,--,Auto Components | Chennai +54 other locations
Vedantu,3.3,1.6k,9.2k,11,EdTech | Bangalore / Bengaluru +64 other locations
AXA Business Services,3.9,1.5k,7.2k,4,Insurance | Pune +10 other locations
Narayana Health,4.1,1.5k,5.6k,104,Healthcare | Bangalore / Bengaluru +60 other locations
Biological E,4.2,1.5k,6.4k,17,Pharma | Hyderabad / Secunderabad +59 other locations
G R Infraprojects,4.1,1.5k,5.3k,20,Engineering & Construction | Gurgaon / Gurugram +144 other locations
Foxconn,3.9,1.5k,8k,84,Electronics Manufacturing | Chennai +48 other locations
Cafe Coffee Day,3.7,1.5k,4.1k,3,Hospitality | Bangalore / Bengaluru +99 other locations
Aragen Life Sciences,4.0,1.5k,6k,43,Clinical Research | Hyderabad / Secunderabad +26 other locations
Medi Assist India,3.5,1.5k,7.1k,52,Insurance | Bangalore / Bengaluru +59 other locations
Honda Cars,4.4,1.5k,6.3k,--,Automobile | Bhiwadi +103 other locations
R.R. Donnelley,3.9,1.5k,9.4k,21,Marketing & Advertising | Chennai +20 other locations
NTPC,4.2,1.5k,4k,--,Power | New Delhi +108 other locations
Adecco Group,3.7,1.5k,6.8k,14,Bangalore / Bengaluru +153 other locations
GAO Tek,4.4,1.5k,222,--,Electrical Equipment | New York +26 other locations
Iris Software,4.0,1.5k,6.8k,31,IT Services & Consulting | Noida +21 other locations
Globiva,3.1,1.5k,4.7k,21,BPO | Gurgaon / Gurugram +21 other locations
SS&C TECHNOLOGIES,3.3,1.5k,12.5k,38,IT Services & Consulting | Mumbai +28 other locations
Trident Group,3.5,1.5k,5.2k,13,Fashion & Textile | Barnala +54 other locations
Indian Navy,4.6,1.5k,3.5k,--,Defence & Aerospace | Mumbai +66 other locations
Fusion CX,3.5,1.5k,4.1k,74,Kolkata +44 other locations
MetLife,4.2,1.5k,8k,99,Insurance | Noida +40 other locations
V-Guard Industries,4.4,1.5k,4.1k,33,Consumer Electronics & Appliances | Kochi +145 other locations
NEC,4.4,1.5k,5.5k,11,IT Services & Consulting | Noida +51 other locations
CMS Infosystems,3.6,1.5k,4.6k,6,Other | Mumbai +183 other locations
Tata Teleservices,4.0,1.5k,3.9k,95,Telecom | Mumbai +135 other locations
Innovsource Services,4.0,1.5k,4.4k,1,Recruitment | Mumbai +215 other locations
Altruist Technologies,3.2,1.5k,7.5k,5,BPO | Bangalore / Bengaluru +39 other locations
Motherson Automotive Technologies and Engineering,3.8,1.5k,6.9k,17,Auto Components | Chennai +60 other locations
Haier Appliances India,4.0,1.5k,6.4k,19,Consumer Electronics & Appliances | Pune +120 other locations
HCL Infosystems,3.9,1.5k,8.5k,1,IT Services & Consulting | Bangalore / Bengaluru +105 other locations
BA Continuum,4.1,1.5k,10.1k,--,NBFC | Hyderabad / Secunderabad +17 other locations
Infinx,4.0,1.5k,4.7k,36,Software Product | Hyderabad / Secunderabad +30 other locations
Torrent Power,3.7,1.5k,7k,27,Power | Ahmedabad +51 other locations
HTC Global Services,3.6,1.5k,11.6k,106,IT Services & Consulting | Chennai +29 other locations
PI Industries,4.0,1.5k,6.4k,65,Agro Chemicals | Bharuch +94 other locations
Tata Play,4.0,1.5k,4.8k,1,Broadcasting | Mumbai +210 other locations
Jio Platforms,3.5,1.5k,10.3k,--,IT Services & Consulting | Mumbai +86 other locations
Metro Cash & Carry,4.1,1.5k,5k,--,Retail | Bangalore / Bengaluru +85 other locations
Reckitt Benckiser,4.0,1.5k,6k,42,FMCG | Gurgaon / Gurugram +115 other locations
Matrimony.com,4.2,1.5k,4.4k,38,Internet | Chennai +59 other locations
DHL Supply Chain,4.2,1.5k,5.5k,13,Logistics | Mumbai +86 other locations
Newgen Software Technologies,3.7,1.5k,10.5k,8,IT Services & Consulting | Noida +27 other locations
Honda,4.2,1.5k,4.8k,7,Automobile | Gurgaon / Gurugram +210 other locations
Jindal Saw,4.0,1.4k,5.9k,8,Iron & Steel | Mundra +69 other locations
Frankfinn Institute of Air Hostess Training,3.9,1.4k,3.4k,33,Education & Training | Gurgaon / Gurugram +59 other locations
